Count,Instrument 1,Instrument 2,Section,,,,,
180,Snare Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
181,Bass Drum,Hi-hat (closed),Chorus,46,,,,
e,,,Chorus,,,,,
&,Hi-hat (closed),,Chorus,,,,,
a,,,Chorus,,,,,
182,Snare Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
183,Bass Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Hi-hat (closed),,Chorus,,,,,
a,,,Chorus,,,,,
184,Snare Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
185,Bass Drum,Hi-hat (closed),Chorus,47,,,,
e,,,Chorus,,,,,
&,Hi-hat (closed),,Chorus,,,,,
a,,,Chorus,,,,,
186,Snare Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
187,Bass Drum,Hi-hat (closed),Chorus, ,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
188,Snare Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
189,Bass Drum,Hi-hat (closed),Chorus,48,,,,
e,,,Chorus,,,,,
&,Hi-hat (closed),,Chorus,,,,,
a,,,Chorus,,,,,
190,Snare Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
191,Bass Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Hi-hat (closed),,Chorus,,,,,
a,,,Chorus,,,,,
192,Snare Drum,Hi-hat (closed),Chorus,,,,,
e,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
a,,,Chorus,,,,,
193,Bass Drum,Hi-hat (closed),Chorus,49,,,,
e,,,Chorus,,,,,
&,Hi-hat (closed),,Chorus,,,,,
a,,,Chorus,,,,,
194,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
195,Bass Drum,Hi-hat (closed),, ,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
196,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
197,Bass Drum,Hi-hat (closed),,50,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
198,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
199,Bass Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
200,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
201,Bass Drum,Hi-hat (closed),,51,,,,
e,,,,,,,,
&,Snare Drum,Tom-tom,,,,,,
a,,,,,,,,
202,Hi-hat (closed),,,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
203,Snare Drum,Tom-tom,, ,,,,
e,,,,,,,,
&,Bass Drum,,,,,,,
a,,,,,,,,
204,Snare Drum,Tom-tom,,,,,,
e,,,,,,,,
&,Bass Drum,,,,,,,
a,,,,,,,,
205,Bass Drum,Tom-tom,,52,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
206,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
207,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
208,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
209,Bass Drum,Tom-tom,,53,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
210,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
211,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
212,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
213,Bass Drum,Tom-tom,,54,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
214,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
215,Bass Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
216,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
217,Bass Drum,Ride Cymbal,,55,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
218,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
219,Bass Drum,Ride Cymbal,, ,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
220,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
221,Bass Drum,Ride Cymbal,,56,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
222,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
223,Bass Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Snare Drum,Tom-tom,,,,,,
a,,,,,,,,
224,Snare Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
225,Bass Drum,Tom-tom,,57,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
226,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
227,Bass Drum,Ride Cymbal,, ,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
228,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
229,Bass Drum,Ride Cymbal,,58,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
230,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
231,Bass Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
232,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
233,Bass Drum,Ride Cymbal,,59,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
234,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
235,Bass Drum,Ride Cymbal,, ,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
236,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
237,Bass Drum,Ride Cymbal,,60,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
238,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
239,Bass Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
240,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
241,Bass Drum,Ride Cymbal,,61,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
242,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
243,Bass Drum,Ride Cymbal,, ,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
244,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
245,Bass Drum,Ride Cymbal,,62,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
246,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
247,Bass Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
248,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
249,Bass Drum,Ride Cymbal,,63,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
250,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
251,Bass Drum,Ride Cymbal,, ,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
252,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
253,Bass Drum,Ride Cymbal,,64,,,,
e,,,,,,,,
&,Snare Drum,Tom-tom,,,,,,
a,,,,,,,,
254,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
255,Snare Drum,Tom-tom,,,,,,
e,,,,,,,,
&,Bass Drum,,,,,,,
a,,,,,,,,
256,Snare Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
257,Bass Drum,Tom-tom,,65,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
258,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
259,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
260,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
261,Bass Drum,Tom-tom,,66,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
262,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
263,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
264,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
265,Bass Drum,Tom-tom,,67,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
266,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
267,Bass Drum,Ride Cymbal,, ,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
268,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
269,Bass Drum,Ride Cymbal,,68,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
270,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
271,Bass Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
272,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
273,Bass Drum,Tom-tom,,69,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
274,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
275,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
276,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
277,Bass Drum,Tom-tom,,70,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
278,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
279,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
280,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
281,Bass Drum,Tom-tom,,71,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
282,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
283,Tom-tom,Snare Drum,, ,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
284,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
285,Tom-tom,Snare Drum,,72,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
286,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
287,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Bass Drum,,,,,,,
a,,,,,,,,
288,Snare Drum,Snare Drum,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
289,Bass Drum,Tom-tom,,73,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
290,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
291,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
292,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
293,Bass Drum,Tom-tom,,74,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
294,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
295,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
296,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
297,Bass Drum,Tom-tom,,75,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
298,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
299,Tom-tom,Snare Drum,, ,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
300,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
301,Tom-tom,Snare Drum,,76,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
302,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
303,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
304,Snare Drum,Snare Drum,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
305,Bass Drum,Tom-tom,,77,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
306,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
307,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
308,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
309,Bass Drum,Tom-tom,,78,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
310,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
311,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
312,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
313,Bass Drum,Tom-tom,,79,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
314,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
315,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
316,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
317,Bass Drum,Tom-tom,,80,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
318,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
319,Bass Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
320,Bass Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
321,Bass Drum,Hi-hat (closed),,81,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
322,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
323,Hi-hat (closed),,, ,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
324,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
325,Bass Drum,Hi-hat (closed),,82,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
326,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
327,Hi-hat (closed),,,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
328,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
329,Bass Drum,Hi-hat (closed),,83,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
330,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
331,Hi-hat (closed),,, ,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
332,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
333,Hi-hat (closed),,,84,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
334,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
335,Bass Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
336,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
337,Bass Drum,Hi-hat (closed),,85,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
338,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
339,Hi-hat (closed),,, ,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
340,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
341,Bass Drum,Hi-hat (closed),,86,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
342,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
343,Hi-hat (closed),,,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
344,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
345,Bass Drum,Hi-hat (closed),,87,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
346,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
347,Hi-hat (closed),,, ,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
348,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
349,Hi-hat (closed),,,88,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
350,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
351,Bass Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
352,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Snare Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
353,Bass Drum,Tom-tom,,89,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
354,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
355,Hi-hat (closed),,, ,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
356,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
357,Bass Drum,Hi-hat (closed),,90,,,,
e,,,,,,,,
&,Hi-hat (closed),,,,,,,
a,,,,,,,,
358,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
359,Hi-hat (closed),,,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
360,Snare Drum,Hi-hat (closed),,,,,,
e,,,,,,,,
&,Bass Drum,Hi-hat (closed),,,,,,
a,,,,,,,,
361,Snare Drum,Tom-tom,,91,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
362,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
363,Tom-tom,Snare Drum,, ,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
364,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
365,Tom-tom,Snare Drum,,92,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
366,Tom-tom,Snare Drum,,,,,,
e,,,,,,,,
&,Tom-tom,Snare Drum,,,,,,
a,,,,,,,,
367,Snare Drum,Snare Drum,,,,,,
e,,,,,,,,
&,Bass Drum,,,,,,,
a,,,,,,,,
368,Snare Drum,Snare Drum,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
369,Bass Drum,Tom-tom,,93,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
370,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
371,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
372,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
373,Bass Drum,Tom-tom,,94,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
374,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
375,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
376,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
377,Bass Drum,Tom-tom,,95,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
378,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
379,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
380,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
381,Bass Drum,Tom-tom,,96,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
382,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
383,Bass Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
384,Bass Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,,,,,,,,
385,Bass Drum,Tom-tom,,97,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
386,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
387,Ride Cymbal,,, ,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
388,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
389,Bass Drum,Tom-tom,,98,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
390,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
391,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Ride Cymbal,,,,,,
a,,,,,,,,
392,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
393,Bass Drum,Tom-tom,,99,,,,
e,,,,,,,,
&,Ride Cymbal,,,,,,,
a,,,,,,,,
394,Snare Drum,Ride Cymbal,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
395,Ride Cymbal,,, ,,,,
